frame_size,vmeasure,pairwise,lmeasure
1.58,0.5649685026587224,0.5324899367452558,0.47302580075448974
1.6,0.5599771307113005,0.5202220459952419,0.4640887187558706
1.62,0.5673647560659845,0.5308868501529052,0.47116023807415963
1.6400000000000001,0.5617673591073231,0.520335429769392,0.4741129155851264
1.6600000000000001,0.5558530670153149,0.5198905493580298,0.43821310931759266
1.6800000000000002,0.5703916026302194,0.5304770318021201,0.47101761180306406
1.7,0.5593767626984256,0.5183848409654861,0.44997174885719504
1.72,0.5637373049498684,0.5252757352941178,0.4656024449540733
1.74,0.5624082673553206,0.5223319228960978,0.4606081599248027
1.76,0.5671894082822114,0.5214618592102035,0.47737053516228284
1.78,0.5609982457051507,0.5209462789551503,0.4641202782623717
1.8,0.554088242027995,0.507455142784938,0.4551955554093031
1.82,0.5633321597833209,0.5179968701095461,0.4695058868845162
1.84,0.5273714137440056,0.4988136040073821,0.4570082779754144
1.86,0.5401654618482317,0.5150684931506849,0.46647430378083254
1.8800000000000001,0.5624679865899015,0.5152017689331122,0.46416965775337815
1.9000000000000001,0.53406037683707,0.5121675155631014,0.45362532549131385
1.9200000000000002,0.5378066207682642,0.5152660657167781,0.4568727554122295
1.94,0.5635104410913717,0.5179941002949853,0.45810609713386397
1.96,0.5684770825773984,0.5263157894736842,0.4702784482015235
1.98,0.56701499263829,0.5259304453935326,0.46425821463685274
2.0,0.5720422763418744,0.5310627562283191,0.4709464480518369
